cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
2755	chr3L	3303719	3303720	+	1	3303720	17.2542937442294	17.2542937442294	2755	2	1	45
2756	chr3L	3310812	3310813	+	1	3310813	6.92595847127459	6.92595847127459	2756	2	1	18
2757	chr3L	3312004	3312037	+	3	3312005	6.56841642757312	3.08777025983574	2757	0.516340835602037	3	17
2758	chr3L	3312111	3312118	+	3	3312115	4.64395625835025	1.54798541945008	2758	0.415037499278844	3	12
2759	chr3L	3312599	3312629	+	3	3312611	4.64358350387622	1.93333029235985	2759	0.4454148306622	3	12
2760	chr3L	3367815	3367825	+	2	3367825	3.86544761584577	2.70317982377949	2760	1.11870910076931	2	10
2761	chr3L	3516702	3516721	+	2	3516703	2.32453558413257	1.16226779206629	2761	0.438721875540867	3	8
2762	chr3L	3598101	3598108	+	3	3598108	5.79877790820562	2.70317982377949	2762	0.494176899791716	3	15
2763	chr3L	3608282	3608283	+	1	3608283	21.8356786947518	21.8356786947518	2763	2	1	57
2764	chr3L	3814210	3814226	+	3	3814226	110.321577726315	84.602923136143	2764	0.987306940069554	3	289
2765	chr3L	3839944	3839945	+	1	3839945	22.980414084685	22.980414084685	2765	2	1	60
2766	chr3L	3840012	3840039	+	3	3840039	5.41397646009723	2.3183783756711	2766	0.469381005151483	3	14
2767	chr3L	3857960	3857961	+	1	3857961	7.69240752725689	7.69240752725689	2767	2	1	20
2768	chr3L	3988165	3988166	+	1	3988166	5.00831368017223	5.00831368017223	2768	2	1	13
2769	chr3L	4021457	4021473	+	2	4021473	24.1677811422775	19.927267474403	2769	1.33187266615639	2	63
2770	chr3L	4059619	4059620	+	1	4059620	9.99009540998002	9.99009540998002	2770	2	1	26
2771	chr3L	4089166	4089167	+	1	4089167	85.7418018334839	85.7418018334839	2771	2	1	225
2772	chr3L	4104310	4104311	+	1	4104311	51.926090832753	51.926090832753	2772	2	1	136
2773	chr3L	4105449	4105453	+	2	4105450	2.32453558413257	1.16226779206629	2773	1	2	6
2774	chr3L	4106973	4106974	+	1	4106974	12.6681743880866	12.6681743880866	2774	2	1	33
2775	chr3L	4107038	4107039	+	1	4107039	5.39203933188174	5.39203933188174	2775	2	1	14
2776	chr3L	4112729	4112741	+	2	4112730	3.09559808442614	1.93333029235985	2776	1.04556599707504	2	8
2777	chr3L	4141255	4141271	+	2	4141256	2.32453558413257	1.16226779206629	2777	1	2	6
2778	chr3L	4141569	4141570	+	1	4141570	40.8911236029861	40.8911236029861	2778	2	1	107
2779	chr3L	4216275	4216279	+	2	4216276	3.09597083890017	1.54798541945008	2779	1	2	8
2780	chr3L	4277970	4277976	+	2	4277971	31.0543508509458	23.3619433236889	2780	1.19365048463492	2	81
2781	chr3L	4286775	4286779	+	2	4286779	10.3969918663434	7.30922160650763	2781	1.12328371100054	2	27
2782	chr3L	4287052	4287058	+	2	4287053	3.09559808442614	1.93333029235985	2782	1.04556599707504	2	8
2783	chr3L	4314069	4314076	+	2	4314070	3.09559808442614	1.93333029235985	2783	1.04556599707504	2	8
2784	chr3L	4314611	4314616	+	2	4314612	5.02110055219558	3.08777025983574	2784	1.03876339527712	2	13
2785	chr3L	4316278	4316279	+	1	4316279	14.197493831883	14.197493831883	2785	2	1	37
2786	chr3L	4364560	4364580	+	2	4364580	14.2190671284635	12.2857368361036	2786	1.26811565693633	3	38
2787	chr3L	4420695	4420696	+	1	4420696	5.39203933188174	5.39203933188174	2787	2	1	14
2788	chr3L	4430220	4430221	+	1	4430221	5.00831368017223	5.00831368017223	2788	2	1	13
2789	chr3L	4435357	4435358	+	1	4435358	5.39203933188174	5.39203933188174	2789	2	1	14
2790	chr3L	4446573	4446579	+	2	4446579	49.67949277812	47.3611144024489	2790	1.73017155229693	2	130
2791	chr3L	4447550	4447554	+	2	4447551	8.09059923011957	6.54261381066948	2791	1.29753344870961	2	21
2792	chr3L	4447668	4447669	+	1	4447669	5.39203933188174	5.39203933188174	2792	2	1	14
2793	chr3L	4552559	4552560	+	1	4552560	5.00831368017223	5.00831368017223	2793	2	1	13
2794	chr3L	4626730	4626753	+	4	4626750	974.975646641367	843.876025376263	2794	1.34792334312804	4	2578
2795	chr3L	4627712	4627722	+	2	4627713	3.09597083890017	1.54798541945008	2795	0.607852776335466	3	9
2796	chr3L	4627946	4627947	+	1	4627947	5.39203933188174	5.39203933188174	2796	2	1	14
2797	chr3L	4628095	4628096	+	1	4628096	10.7555138954498	10.7555138954498	2797	2	1	28
2798	chr3L	4628161	4628162	+	1	4628162	5.00831368017223	5.00831368017223	2798	2	1	13
2799	chr3L	4628182	4628183	+	1	4628183	8.07552011196818	8.07552011196818	2799	2	1	21
2800	chr3L	4629332	4629333	+	1	4629333	23.3619433236889	23.3619433236889	2800	2	1	61
2801	chr3L	4629425	4629429	+	2	4629426	5.78674274479974	4.62447495273345	2801	1.27807190511264	2	15
2802	chr3L	4896859	4896860	+	1	4896860	20.3090038342817	20.3090038342817	2802	2	1	53
2803	chr3L	4897055	4897056	+	1	4897056	5.77566002886195	5.77566002886195	2803	2	1	15
2804	chr3L	4897112	4897116	+	2	4897113	4.25170866803095	2.3183783756711	2804	1.00596978852304	2	11
2805	chr3L	4898391	4898392	+	1	4898392	10.7555138954498	10.7555138954498	2805	2	1	28
2806	chr3L	5028110	5028111	+	1	5028111	55.348803305624	55.348803305624	2806	2	1	145
2807	chr3L	5129475	5129479	+	2	5129476	4.25116524322957	2.70317982377949	2807	1.05433969539936	2	11
2808	chr3L	5145786	5145787	+	1	5145787	10.3728317779009	10.3728317779009	2808	2	1	27
2809	chr3L	5147752	5147756	+	2	5147756	4.25003805190202	3.08777025983574	2809	1.15464906337756	2	11
2810	chr3L	5353308	5353317	+	2	5353309	13.0738922711209	10.7555138954498	2810	1.32770518292436	2	34
2811	chr3L	5353342	5353346	+	2	5353346	28.0127199443203	14.197493831883	2811	1.00013536687607	2	73
2812	chr3L	5359541	5359542	+	1	5359542	36.3217318443877	36.3217318443877	2812	2	1	95
2813	chr3L	5643613	5643614	+	1	5643614	9.99009540998002	9.99009540998002	2813	2	1	26
2814	chr3L	5752733	5752734	+	1	5752734	9.22445137207965	9.22445137207965	2814	2	1	24
2815	chr3L	5753208	5753209	+	1	5753209	7.30922160650763	7.30922160650763	2815	2	1	19
2816	chr3L	5758963	5758964	+	1	5758964	18.0181528754949	18.0181528754949	2816	2	1	47
2817	chr3L	5768654	5768658	+	2	5768655	3.86544761584577	2.70317982377949	2817	1.11870910076931	2	10
2818	chr3L	5768721	5768725	+	2	5768722	18.8114393210162	16.1082594972367	2818	1.40832722141767	2	49
2819	chr3L	5774911	5774912	+	1	5774912	27.9385301020539	27.9385301020539	2819	2	1	73
2820	chr3L	5892651	5892652	+	1	5892652	117.230062289531	117.230062289531	2820	2	1	308
2821	chr3L	6049643	6049644	+	1	6049644	11.90325354315	11.90325354315	2821	2	1	31
2822	chr3L	6069149	6069150	+	1	6069150	5.00831368017223	5.00831368017223	2822	2	1	13
2823	chr3L	6088089	6088090	+	1	6088090	23.7434486294322	23.7434486294322	2823	2	1	62
2824	chr3L	6188831	6188846	+	2	6188846	6.5578052450933	4.62447495273345	2824	1.12601895187264	2	17
2825	chr3L	6189236	6189240	+	2	6189240	5.0201617237261	3.47217630427602	2825	1.10950835978051	2	13
2826	chr3L	6189340	6189365	+	4	6189362	36.8225675634564	26.4133467067751	2826	0.771736197402356	4	96
2827	chr3L	6398031	6398032	+	1	6398032	7.30922160650763	7.30922160650763	2827	2	1	19
2828	chr3L	6436802	6436805	+	3	6436804	1806.32866893748	1791.73011592718	2828	1.92945383921732	3	4795
2829	chr3L	6601638	6601658	+	2	6601639	6.94164397253208	5.00831368017223	2829	1.14759482135052	2	18
2830	chr3L	6704160	6704161	+	1	6704161	10.3728317779009	10.3728317779009	2830	2	1	27
2831	chr3L	6774271	6774272	+	1	6774272	18.0181528754949	18.0181528754949	2831	2	1	47
2832	chr3L	6784548	6784552	+	2	6784552	16.1437672110245	11.90325354315	2832	1.1703928969118	2	42
2833	chr3L	6786999	6787000	+	1	6787000	13.0505675908449	13.0505675908449	2833	2	1	34
2834	chr3L	6787049	6787050	+	1	6787050	8.07552011196818	8.07552011196818	2834	2	1	21
2835	chr3L	6787078	6787083	+	2	6787083	5.40614863550683	3.08777025983574	2835	1.01477186396575	2	14
2836	chr3L	6787922	6787923	+	1	6787923	6.92595847127459	6.92595847127459	2836	2	1	18
2837	chr3L	6941625	6941629	+	2	6941629	3.09559808442614	1.93333029235985	2837	1.04556599707504	2	8
2838	chr3L	6962755	6962756	+	1	6962756	5.39203933188174	5.39203933188174	2838	2	1	14
2839	chr3L	6963303	6963316	+	2	6963304	2.71025321151637	1.54798541945008	2839	0.594360937770434	3	8
2840	chr3L	7046520	7046524	+	2	7046524	5.40614863550683	3.08777025983574	2840	1.01477186396575	2	14
2841	chr3L	7172539	7172540	+	1	7172540	6.54261381066948	6.54261381066948	2841	2	1	17
2842	chr3L	7227855	7227859	+	2	7227859	34.0645144678241	32.1311841754643	2842	1.68791043406565	2	89
2843	chr3L	7235332	7235339	+	3	7235333	18.0819319319706	8.84153898526358	2843	0.668400231025736	3	47
2844	chr3L	7236045	7236054	+	2	7236054	5.78674274479974	4.62447495273345	2844	1.27807190511264	2	15
2845	chr3L	7236192	7236193	+	1	7236193	7.30922160650763	7.30922160650763	2845	2	1	19
2846	chr3L	7317909	7317910	+	1	7317910	6.92595847127459	6.92595847127459	2846	2	1	18
2847	chr3L	7355341	7355345	+	2	7355345	3.86544761584577	2.70317982377949	2847	1.11870910076931	2	10
2848	chr3L	7355618	7355619	+	1	7355619	6.15918280477931	6.15918280477931	2848	2	1	16
2849	chr3L	7365456	7365457	+	1	7365457	12.6681743880866	12.6681743880866	2849	2	1	33
2850	chr3L	7365504	7365514	+	2	7365514	6.17479698542065	3.85641860974955	2850	1.04556599707504	2	16
2851	chr3L	7365552	7365553	+	1	7365553	9.22445137207965	9.22445137207965	2851	2	1	24
2852	chr3L	7365702	7365715	+	3	7365715	10.019474818024	7.30922160650763	2852	0.706798062932516	4	27
2853	chr3L	7365997	7365998	+	1	7365998	7.69240752725689	7.69240752725689	2853	2	1	20
2854	chr3L	7366653	7366654	+	1	7366654	23.7434486294322	23.7434486294322	2854	2	1	62
2855	chr3L	7374980	7374995	+	3	7374995	14.2553037828199	6.54261381066948	2855	0.468112610566911	3	37
2856	chr3L	7375033	7375034	+	1	7375034	5.77566002886195	5.77566002886195	2856	2	1	15
2857	chr3L	7376984	7376996	+	2	7376985	3.48131571180993	1.93333029235985	2857	1.00892394016178	2	9
2858	chr3L	7377261	7377265	+	2	7377265	4.25003805190202	3.08777025983574	2858	1.15464906337756	2	11
2859	chr3L	7377520	7377521	+	1	7377521	5.39203933188174	5.39203933188174	2859	2	1	14
2860	chr3L	7378457	7378477	+	2	7378458	3.09597083890017	1.54798541945008	2860	1	2	8
2861	chr3L	7383722	7383723	+	1	7383723	9.99009540998002	9.99009540998002	2861	2	1	26
2862	chr3L	7447556	7447560	+	2	7447557	2.71025321151637	1.54798541945008	2862	1.01477186396575	2	7
2863	chr3L	7510176	7510177	+	1	7510177	9.60730269598138	9.60730269598138	2863	2	1	25
2864	chr3L	7518667	7518668	+	1	7518668	8.84153898526358	8.84153898526358	2864	2	1	23
2865	chr3L	7520685	7520686	+	1	7520686	11.5207230274671	11.5207230274671	2865	2	1	30
2866	chr3L	7527174	7527192	+	2	7527175	2.71025321151637	1.54798541945008	2866	0.469506943242517	3	9
2867	chr3L	7972683	7972684	+	1	7972684	27.5572649373172	27.5572649373172	2867	2	1	72
2868	chr3L	7973634	7973648	+	2	7973648	9.62573781961674	7.69240752725689	2868	1.07064498848137	3	26
2869	chr3L	7973750	7973751	+	1	7973751	5.77566002886195	5.77566002886195	2869	2	1	15
2870	chr3L	7973994	7974030	+	3	7973995	10.0169431113895	7.69240752725689	2870	0.519547863564641	5	29
2871	chr3L	8017194	8017195	+	1	8017195	6.15918280477931	6.15918280477931	2871	2	1	16
2872	chr3L	8039983	8039984	+	1	8039984	14.9619117069052	14.9619117069052	2872	2	1	39
2873	chr3L	8040678	8040708	+	4	8040695	45.9299228173155	39.7489686234333	2873	1.25623262639043	4	120
2874	chr3L	8043470	8043474	+	2	8043471	6.55959843352904	3.85641860974955	2874	1.02258218247183	2	17
2875	chr3L	8045472	8045473	+	1	8045473	19.5455030213381	19.5455030213381	2875	2	1	51
2876	chr3L	8071477	8071478	+	1	8071478	5.77566002886195	5.77566002886195	2876	2	1	15
2877	chr3L	8086431	8086432	+	1	8086432	22.980414084685	22.980414084685	2877	2	1	60
2878	chr3L	8103484	8103499	+	3	8103488	26.4795853065202	20.3090038342817	2878	1.05727826684281	3	69
2879	chr3L	8110834	8110835	+	1	8110835	6.54261381066948	6.54261381066948	2879	2	1	17
2880	chr3L	8111268	8111269	+	1	8111269	5.77566002886195	5.77566002886195	2880	2	1	15
2881	chr3L	8111640	8111641	+	1	8111641	17.2542937442294	17.2542937442294	2881	2	1	45
2882	chr3L	8111701	8111719	+	2	8111719	3.09559808442614	1.93333029235985	2882	1.04556599707504	2	8
2883	chr3L	8112249	8112264	+	3	8112250	5.79802347135211	3.08777025983574	2883	0.543435237869046	3	15
2884	chr3L	8114470	8114474	+	2	8114474	39.0122620400063	37.4642766205562	2884	1.761315488649	2	102
2885	chr3L	8121146	8121207	+	7	8121207	153.044958213875	111.921344140042	2885	0.593113707355181	7	401
2886	chr3L	8123110	8123129	+	2	8123129	3.48064616773738	2.3183783756711	2886	1.08170416594551	2	9
2887	chr3L	8191298	8191317	+	2	8191317	37.1123792689109	35.179048976551	2887	1.70707004886114	2	97
2888	chr3L	8196368	8196386	+	2	8196386	5.40550659663587	3.47217630427602	2888	0.76904043688599	3	15
2889	chr3L	8290246	8290250	+	2	8290250	5.02155819945058	2.70317982377949	2889	1.00427254791507	2	13
2890	chr3L	8318956	8318959	+	2	8318959	24.9057164214985	23.7434486294322	2890	1.73017155229693	2	65
2891	chr3L	8320113	8320137	+	3	8320117	13.1033148053749	5.77566002886195	2891	0.254363704035045	4	36
2892	chr3L	8333432	8333433	+	1	8333433	57.6301566999885	57.6301566999885	2892	2	1	151
2893	chr3L	8334432	8334436	+	2	8334433	2.32453558413257	1.16226779206629	2893	1	2	6
2894	chr3L	8334971	8334987	+	2	8334972	3.86544761584577	2.70317982377949	2894	1.11870910076931	2	10
2895	chr3L	8337416	8337432	+	2	8337417	3.09559808442614	1.93333029235985	2895	1.04556599707504	2	8
2896	chr3L	8343130	8343150	+	2	8343150	8.86099218634058	6.54261381066948	2896	1.1719442746205	2	23
2897	chr3L	8421171	8421175	+	2	8421175	2.71025321151637	1.54798541945008	2897	1.01477186396575	2	7
2898	chr3L	8444953	8444966	+	2	8444966	3.48064616773738	2.3183783756711	2898	1.08170416594551	2	9
2899	chr3L	8464681	8464682	+	1	8464682	10.7555138954498	10.7555138954498	2899	2	1	28
2900	chr3L	8513297	8513298	+	1	8513298	7.30922160650763	7.30922160650763	2900	2	1	19
2901	chr3L	8528074	8528078	+	2	8528075	11.5463331284324	8.4585628685967	2901	1.16335925805883	2	30
2902	chr3L	8530311	8530315	+	2	8530315	8.09251309713916	6.15918280477931	2902	1.20814164743252	2	21
2903	chr3L	8530353	8530354	+	1	8530354	43.1750692838153	43.1750692838153	2903	2	1	113
2904	chr3L	8561134	8561154	+	2	8561135	2.32453558413257	1.16226779206629	2904	1	2	6
2905	chr3L	8594804	8594825	+	2	8594805	6.55430712394803	5.39203933188174	2905	1.32770518292436	2	17
2906	chr3L	8594894	8594895	+	1	8594895	5.39203933188174	5.39203933188174	2906	2	1	14
2907	chr3L	8595346	8595362	+	2	8595362	5.4027814599407	4.24051366787441	2907	1.25040474274052	2	14
2908	chr3L	8595386	8595395	+	2	8595395	3.48064616773738	2.3183783756711	2908	1.08170416594551	2	9
2909	chr3L	8595447	8595448	+	1	8595448	42.4138068693532	42.4138068693532	2909	2	1	111
2910	chr3L	8623343	8623344	+	1	8623344	31.750125042029	31.750125042029	2910	2	1	83
2911	chr3L	8628474	8628475	+	1	8628475	6.15918280477931	6.15918280477931	2911	2	1	16
2912	chr3L	8631425	8631426	+	1	8631426	31.750125042029	31.750125042029	2912	2	1	83
2913	chr3L	8631459	8631472	+	3	8631469	9.26002234820318	5.00831368017223	2913	0.549417991553758	3	24
2914	chr3L	8631820	8631829	+	3	8631825	8.87872034345096	3.08777025983574	2914	0.417806933264867	3	23
2915	chr3L	8633538	8633539	+	1	8633539	5.39203933188174	5.39203933188174	2915	2	1	14
2916	chr3L	8636502	8636503	+	1	8636503	13.4329177540685	13.4329177540685	2916	2	1	35
2917	chr3L	8864280	8864297	+	2	8864297	3.09559808442614	1.93333029235985	2917	1.04556599707504	2	8
2918	chr3L	8882986	8882987	+	1	8882987	20.6907126331071	20.6907126331071	2918	2	1	54
2919	chr3L	8883949	8883950	+	1	8883950	15.7261795296873	15.7261795296873	2919	2	1	41
2920	chr3L	8885179	8885183	+	2	8885180	12.3122216319154	9.22445137207965	2920	1.18872187554087	2	32
2921	chr3L	8885247	8885267	+	2	8885248	2.32453558413257	1.16226779206629	2921	1	2	6
2922	chr3L	8885474	8885475	+	1	8885475	5.00831368017223	5.00831368017223	2922	2	1	13
2923	chr3L	8885730	8885751	+	3	8885751	5.41397646009723	2.3183783756711	2923	0.469381005151483	3	14
2924	chr3L	8885778	8885779	+	1	8885779	13.8152261124373	13.8152261124373	2924	2	1	36
2925	chr3L	8885955	8885968	+	2	8885968	3.09559808442614	1.93333029235985	2925	1.04556599707504	2	8
2926	chr3L	8887233	8887242	+	2	8887242	2.71025321151637	1.54798541945008	2926	1.01477186396575	2	7
2927	chr3L	8905608	8905619	+	2	8905609	4.25116524322957	2.70317982377949	2927	1.05433969539936	2	11
2928	chr3L	8906062	8906080	+	2	8906063	4.63444409634231	3.47217630427602	2928	1.18872187554087	2	12
2929	chr3L	8919167	8919171	+	2	8919168	5.78674274479974	4.62447495273345	2929	1.27807190511264	2	15
2930	chr3L	8923705	8923719	+	2	8923706	2.32453558413257	1.16226779206629	2930	1	2	6
2931	chr3L	8964234	8964239	+	2	8964239	3.48131571180993	1.93333029235985	2931	1.00892394016178	2	9
2932	chr3L	8993816	8993820	+	2	8993820	2.71025321151637	1.54798541945008	2932	1.01477186396575	2	7
2933	chr3L	9352073	9352112	+	4	9352093	11.9615315558537	5.00831368017223	2933	0.159096860335734	4	31
2934	chr3L	9354628	9354629	+	1	9354629	5.39203933188174	5.39203933188174	2934	2	1	14
2935	chr3L	9362176	9362218	+	4	9362213	13.115118526351	5.39203933188174	2935	-0.0659935901491542	5	36
2936	chr3L	9377160	9377162	+	2	9377161	227.437754571744	226.275486779677	2936	1.95452157298352	2	599
2937	chr3L	9377357	9377358	+	1	9377358	5.00831368017223	5.00831368017223	2937	2	1	13
2938	chr3L	9377782	9377790	+	2	9377783	2.32453558413257	1.16226779206629	2938	1	2	6
2939	chr3L	9417715	9417716	+	1	9417716	5.77566002886195	5.77566002886195	2939	2	1	15
2940	chr3L	9443549	9443550	+	1	9443550	5.00831368017223	5.00831368017223	2940	2	1	13
2941	chr3L	9445645	9445646	+	1	9445646	7.69240752725689	7.69240752725689	2941	2	1	20
2942	chr3L	9616822	9616826	+	2	9616826	6.94418886958529	3.85641860974955	2942	1.00892394016178	2	18
2943	chr3L	9616937	9616938	+	1	9616938	8.07552011196818	8.07552011196818	2943	2	1	21
2944	chr3L	9620353	9620354	+	1	9620354	22.980414084685	22.980414084685	2944	2	1	60
2945	chr3L	9674371	9674387	+	2	9674372	19.5623032524306	18.4000354603643	2945	1.6772430411026	2	51
2946	chr3L	9691599	9691600	+	1	9691600	14.5797220151729	14.5797220151729	2946	2	1	38
2947	chr3L	9691744	9691763	+	4	9691759	57.7774673584553	46.2196122153526	2947	0.989094760007335	5	152
2948	chr3L	9691802	9691820	+	2	9691820	12.3104825197609	9.60730269598138	2948	1.06917828060431	3	33
2949	chr3L	9693273	9693274	+	1	9693274	7.30922160650763	7.30922160650763	2949	2	1	19
2950	chr3L	9709454	9709455	+	1	9709455	5.00831368017223	5.00831368017223	2950	2	1	13
2951	chr3L	9709890	9709902	+	2	9709891	4.25170866803095	2.3183783756711	2951	1.00596978852304	2	11
2952	chr3L	9710731	9710732	+	1	9710732	13.4329177540685	13.4329177540685	2952	2	1	35
2953	chr3L	9723068	9723069	+	1	9723069	45.8390875507137	45.8390875507137	2953	2	1	120
2954	chr3L	9723134	9723138	+	2	9723138	303.125870139544	296.583256328874	2954	1.85145050956965	2	799
2955	chr3L	9723533	9723534	+	1	9723534	6.54261381066948	6.54261381066948	2955	2	1	17
2956	chr3L	9723638	9723653	+	2	9723653	3.09559808442614	1.93333029235985	2956	0.514524702772666	3	10
2957	chr3L	9776692	9776693	+	1	9776693	5.77566002886195	5.77566002886195	2957	2	1	15
2958	chr3L	9778168	9778169	+	1	9778169	8.07552011196818	8.07552011196818	2958	2	1	21
2959	chr3L	9779520	9779521	+	1	9779521	14.9619117069052	14.9619117069052	2959	2	1	39
2960	chr3L	9826365	9826369	+	2	9826366	8.47148939857392	7.30922160650763	2960	1.42536430216232	2	22
2961	chr3L	9826517	9826518	+	1	9826518	8.4585628685967	8.4585628685967	2961	2	1	22
2962	chr3L	9861398	9861399	+	1	9861399	12.2857368361036	12.2857368361036	2962	2	1	32
2963	chr3L	9863119	9863123	+	2	9863120	5.0201617237261	3.47217630427602	2963	1.10950835978051	2	13
2964	chr3L	9863743	9863744	+	1	9863744	39.7489686234333	39.7489686234333	2964	2	1	104
2965	chr3L	9892339	9892340	+	1	9892340	5.00831368017223	5.00831368017223	2965	2	1	13
2966	chr3L	9965857	9965858	+	1	9965858	20.3090038342817	20.3090038342817	2966	2	1	53
2967	chr3L	10569570	10569571	+	1	10569571	8.4585628685967	8.4585628685967	2967	2	1	22
2968	chr3L	10570330	10570331	+	1	10570331	5.77566002886195	5.77566002886195	2968	2	1	15
