fly.cluster	fly.chr	fly.start	fly.end	fly.strand	fly.nr_ctss	fly.dominant_ctss	fly.tpm	fly.tpm.dominant_ctss
1136	chr2L	20060507	20060509	-	2	20060508	2.32453558413257	1.16226779206629
1137	chr2L	20075136	20075138	-	2	20075138	8.08822626334088	6.92595847127459
1138	chr2L	20082584	20082591	-	3	20082591	13.0997762864548	7.30922160650763
1139	chr2L	20084995	20085027	-	4	20085025	16.9369216164693	11.1381437082637
1140	chr2L	20085111	20085113	-	2	20085113	3.09559808442614	1.93333029235985
1141	chr2L	20096483	20096496	-	5	20096484	9.28100979929096	2.3183783756711
1142	chr2L	20228627	20228629	-	2	20228629	3.09559808442614	1.93333029235985
1143	chr2L	20463440	20463441	-	1	20463441	36.3217318443877	36.3217318443877
1144	chr2L	20645453	20645456	-	3	20645455	87.6042877421601	45.078001716441
1145	chr2L	20645764	20645766	-	2	20645765	29.1308639316204	24.5063889788869
1146	chr2L	20650981	20650986	-	2	20650982	2.32453558413257	1.16226779206629
1147	chr2L	20730514	20730517	-	3	20730516	11.9398785804066	8.4585628685967
1148	chr2L	20732078	20732096	-	2	20732096	5.01868640181584	3.85641860974955
1149	chr2L	20732291	20732315	-	3	20732295	8.10019561299453	5.77566002886195
1150	chr2L	20732672	20732692	-	2	20732673	2.71025321151637	1.54798541945008
1151	chr2L	20734306	20734330	-	7	20734307	420.861894728512	251.231855424567
1152	chr2L	20871744	20871746	-	2	20871745	11.5428297477508	9.22445137207965
1153	chr2L	20873534	20873536	-	2	20873535	3.09597083890017	1.54798541945008
1154	chr2L	20926105	20926108	-	3	20926108	40.636581546644	27.1759795089073
1155	chr2L	20927818	20927822	-	2	20927819	11.1552881154315	9.60730269598138
1156	chr2L	20965572	20965573	-	1	20965573	5.00831368017223	5.00831368017223
1157	chr2L	21020347	21020349	-	2	21020349	35.259333498697	25.269238088717
1158	chr2L	21057971	21057973	-	2	21057972	3.09597083890017	1.54798541945008
1159	chr2L	21160794	21160815	-	2	21160815	2.71025321151637	1.54798541945008
1160	chr2L	21166110	21166114	-	2	21166111	3.8666605847197	1.93333029235985
1161	chr2L	21166637	21166638	-	1	21166638	8.07552011196818	8.07552011196818
1162	chr2L	21177513	21177516	-	3	21177515	10.4160170432786	3.85641860974955
1163	chr2L	21179621	21179623	-	2	21179622	5.0201617237261	3.47217630427602
1164	chr2L	21179705	21179707	-	2	21179707	6.17535612805551	3.47217630427602
1165	chr2L	21185198	21185202	-	2	21185202	2.71025321151637	1.54798541945008
1166	chr2L	21232595	21232615	-	4	21232597	18.8636944839927	10.3728317779009
1167	chr2L	21233351	21233353	-	2	21233353	17.6807575189332	11.1381437082637
1168	chr2L	21288170	21288174	-	3	21288172	47.5354093006777	27.5572649373172
1169	chr2L	21288499	21288501	-	2	21288500	5.7897489021094	3.85641860974955
1170	chr2L	21626922	21626923	-	1	21626923	118.746667433958	118.746667433958
1171	chr2L	21627169	21627172	-	2	21627170	14.6145703627135	9.99009540998002
1172	chr2L	21627271	21627273	-	2	21627272	12.691210153572	10.3728317779009
1173	chr2L	21627390	21627404	-	2	21627404	17.2926493408201	12.6681743880866
1174	chr2L	21627469	21627471	-	2	21627471	12.6999950647016	8.07552011196818
1175	chr2L	21627572	21627583	-	2	21627573	2.71025321151637	1.54798541945008
1176	chr2L	21627920	21627937	-	2	21627937	28.3426589497519	26.7946735303018
1177	chr2L	21627967	21627971	-	2	21627968	21.5076336396942	13.8152261124373
1178	chr2L	21628026	21628088	-	9	21628049	26.2421672526878	5.00831368017223
1179	chr2L	21628128	21628133	-	2	21628133	2.71025321151637	1.54798541945008
1180	chr2L	21628182	21628185	-	3	21628183	8.87467747529341	5.00831368017223
1181	chr2L	21629745	21629746	-	1	21629746	7.30922160650763	7.30922160650763
1182	chr2L	21678198	21678214	-	2	21678214	16.9127623593489	11.5207230274671
1183	chr2L	21678438	21678439	-	1	21678439	5.39203933188174	5.39203933188174
1184	chr2L	21678879	21678881	-	2	21678881	2.71025321151637	1.54798541945008
1185	chr2L	21679176	21679180	-	2	21679180	4.25003805190202	3.08777025983574
1186	chr2L	21679233	21679235	-	2	21679235	42.4480791566296	40.1297007809585
1187	chr2L	21679260	21679288	-	6	21679266	16.5955693998697	5.39203933188174
1188	chr2L	21679315	21679316	-	1	21679316	26.7946735303018	26.7946735303018
1189	chr2L	21679542	21679543	-	1	21679543	37.8450949333732	37.8450949333732
1190	chr2L	21679567	21679590	-	4	21679590	44.1558960584651	18.781887601298
1191	chr2L	21679626	21679660	-	5	21679660	60.9388677531759	30.6068413655129
1192	chr2L	21679866	21679890	-	7	21679890	52.2432559277552	21.4540495784629
1193	chr2L	21679914	21679936	-	6	21679936	359.633486175459	342.285533999664
1194	chr2L	21679962	21679963	-	1	21679963	24.5063889788869	24.5063889788869
1195	chr2L	21679998	21680000	-	2	21679999	13.8518354171771	7.30922160650763
1196	chr2L	21680040	21680047	-	3	21680044	257.975376760761	194.497339583956
1197	chr2L	21680100	21680134	-	7	21680102	86.2237674948468	30.6068413655129
1198	chr2L	21680817	21680837	-	3	21680819	20.3839373427127	11.1381437082637
1199	chr2L	21680864	21680865	-	1	21680865	22.2172821914374	22.2172821914374
1200	chr2L	21680955	21680956	-	1	21680956	18.781887601298	18.781887601298
1201	chr2L	21680976	21680993	-	3	21680977	49.3370282414154	44.3168665176893
1202	chr2L	21681060	21681065	-	2	21681065	13.4606020377366	10.3728317779009
1203	chr2L	21681092	21681093	-	1	21681093	17.2542937442294	17.2542937442294
1204	chr2L	21681213	21681225	-	4	21681214	41.0167499380225	30.9879538547986
1205	chr2L	21681374	21681385	-	3	21681375	9.25748694772751	5.39203933188174
1206	chr2L	21681471	21681473	-	2	21681472	5.79095008361522	3.08777025983574
1207	chr2L	21681500	21681519	-	6	21681501	14.676164019519	3.47217630427602
1208	chr2L	21682068	21682069	-	1	21682069	22.5988605119568	22.5988605119568
1209	chr2L	21682124	21682143	-	4	21682127	16.1783207676352	7.69240752725689
1210	chr2L	21757433	21757435	-	2	21757434	5.7897489021094	3.85641860974955
1211	chr2L	22112636	22112637	-	1	22112637	9.22445137207965	9.22445137207965
1212	chr2L	22129565	22129569	-	2	22129569	2.71025321151637	1.54798541945008
1213	chr2L	22129692	22129694	-	2	22129693	3.09597083890017	1.54798541945008
1214	chr2L	22169130	22169131	-	1	22169131	5.77566002886195	5.77566002886195
1215	chr2L	22247299	22247316	-	4	22247307	47.9472242798038	23.3619433236889
1216	chr2L	22427583	22427591	-	3	22427590	37.9961296754165	16.1082594972367
1217	chr2L	22427622	22427673	-	8	22427655	23.1471936199647	6.54261381066948
1218	chr2L	22428416	22428417	-	1	22428417	5.39203933188174	5.39203933188174
1219	chr2L	22428685	22428698	-	2	22428698	6.94418886958529	3.85641860974955
1220	chr2L	22428931	22428947	-	5	22428932	21.9576260817205	7.30922160650763
1221	chr2L	22429082	22429087	-	5	22429087	32.3104070649111	12.6681743880866
1222	chr2L	22429113	22429116	-	2	22429114	17.2910812587194	13.0505675908449
1223	chr2L	22429299	22429301	-	2	22429301	129.020020911073	127.086690618713
1224	chr2L	22595586	22595590	-	2	22595587	10.010785902928	7.69240752725689
1225	chr2L	22706285	22706287	-	2	22706287	5.78674274479974	4.62447495273345
1226	chr2L	22858158	22858160	-	2	22858160	9.24039294670698	7.69240752725689
1227	chr2L	22959769	22959771	-	2	22959770	107.451731205575	102.059691873693
1228	chr2LHet	347665	347669	+	2	347669	6.94285332840455	4.62447495273345
1229	chr2LHet	32701	32717	-	2	32717	3.48131571180993	1.93333029235985
1230	chr2LHet	32759	32760	-	1	32760	9.60730269598138	9.60730269598138
1231	chr2LHet	32879	32880	-	1	32880	6.15918280477931	6.15918280477931
1232	chr2LHet	325028	325029	-	1	325029	20.6907126331071	20.6907126331071
1233	chr2LHet	366819	366822	-	2	366820	3.86544761584577	2.70317982377949
1234	chr2R	19861	19865	+	2	19862	2.32453558413257	1.16226779206629
1235	chr2R	19987	19988	+	1	19988	7.69240752725689	7.69240752725689
1236	chr2R	67831	67835	+	2	67835	2.71025321151637	1.54798541945008
1237	chr2R	77654	77655	+	1	77655	19.1637099220414	19.1637099220414
1238	chr2R	434464	434481	+	2	434481	4.25116524322957	2.70317982377949
1239	chr2R	487471	487486	+	3	487486	6.95443084455543	3.08777025983574
1240	chr2R	494480	494491	+	2	494491	11.5350995699672	10.3728317779009
1241	chr2R	494669	494670	+	1	494670	5.00831368017223	5.00831368017223
1242	chr2R	494750	494751	+	1	494751	17.6362391963443	17.6362391963443
1243	chr2R	631827	631828	+	1	631828	23.7434486294322	23.7434486294322
1244	chr2R	631965	631978	+	2	631966	6.55430712394803	5.39203933188174
1245	chr2R	636781	636798	+	2	636782	8.09059923011957	6.54261381066948
1246	chr2R	979381	979382	+	1	979382	6.54261381066948	6.54261381066948
1247	chr2R	982381	982382	+	1	982382	6.15918280477931	6.15918280477931
1248	chr2R	1182334	1182338	+	2	1182335	5.4027814599407	4.24051366787441
1249	chr2R	1183343	1183360	+	2	1183344	14.6156163761536	9.60730269598138
1250	chr2R	1194004	1194005	+	1	1194005	16.1082594972367	16.1082594972367
1251	chr2R	1194823	1194824	+	1	1194824	59.911163160712	59.911163160712
1252	chr2R	1194936	1194942	+	2	1194937	9.24845794163129	5.39203933188174
1253	chr2R	1203926	1203939	+	2	1203927	5.40440402919964	3.85641860974955
1254	chr2R	1208025	1208039	+	2	1208026	5.40550659663587	3.47217630427602
1255	chr2R	1239099	1239100	+	1	1239100	5.00831368017223	5.00831368017223
1256	chr2R	1499000	1499015	+	2	1499001	2.32453558413257	1.16226779206629
1257	chr2R	1585396	1585418	+	3	1585400	1621.44536849122	1618.3497704068
1258	chr2R	1586115	1586130	+	2	1586130	4.25003805190202	3.08777025983574
1259	chr2R	1648374	1648375	+	1	1648375	5.00831368017223	5.00831368017223
1260	chr2R	1834999	1835000	+	1	1835000	15.3440638979909	15.3440638979909
1261	chr2R	1897925	1897929	+	2	1897929	3.48131571180993	1.93333029235985
1262	chr2R	1898090	1898091	+	1	1898091	5.77566002886195	5.77566002886195
1263	chr2R	1899195	1899196	+	1	1899196	5.39203933188174	5.39203933188174
1264	chr2R	1905264	1905265	+	1	1905265	9.60730269598138	9.60730269598138
1265	chr2R	1930176	1930178	+	2	1930177	48.1529425077124	46.2196122153526
1266	chr2R	2125101	2125105	+	2	2125102	16.892049317441	15.3440638979909
1267	chr2R	2529781	2529807	+	3	2529790	5.79877790820562	2.70317982377949
1268	chr2R	2555521	2555522	+	1	2555522	5.77566002886195	5.77566002886195
1269	chr2R	2584268	2584277	+	2	2584269	10.7748692776234	8.84153898526358
1270	chr2R	2643283	2643284	+	1	2643284	6.92595847127459	6.92595847127459
1271	chr2R	2696250	2696251	+	1	2696251	6.15918280477931	6.15918280477931
1272	chr2R	2810868	2810886	+	2	2810886	40.1813667838498	35.9408531159754
1273	chr2R	2880420	2880424	+	2	2880421	3.09559808442614	1.93333029235985
1274	chr2R	2880449	2880469	+	2	2880469	4.63575567928582	3.08777025983574
1275	chr2R	2904699	2904709	+	2	2904700	2.32453558413257	1.16226779206629
1276	chr2R	2935899	2935917	+	2	2935900	6.17058147223852	5.00831368017223
1277	chr2R	3166105	3166106	+	1	3166106	5.39203933188174	5.39203933188174
1278	chr2R	3167972	3167973	+	1	3167973	5.39203933188174	5.39203933188174
1279	chr2R	3278297	3278298	+	1	3278298	18.0181528754949	18.0181528754949
1280	chr2R	3328223	3328224	+	1	3328224	5.39203933188174	5.39203933188174
1281	chr2R	3331195	3331196	+	1	3331196	5.00831368017223	5.00831368017223
1282	chr2R	3351013	3351014	+	1	3351014	264.840341988369	264.840341988369
1283	chr2R	3423324	3423325	+	1	3423325	38.987462145643	38.987462145643
1284	chr2R	3479863	3479864	+	1	3479864	6.15918280477931	6.15918280477931
1285	chr2R	3481174	3481178	+	2	3481178	9.24695306461505	6.15918280477931
1286	chr2R	3586728	3586732	+	2	3586732	5.78674274479974	4.62447495273345
1287	chr2R	3693986	3693987	+	1	3693987	158.154696405432	158.154696405432
1288	chr2R	3712975	3712976	+	1	3712976	5.00831368017223	5.00831368017223
1289	chr2R	3808273	3808277	+	2	3808277	28.741414392993	25.269238088717
1290	chr2R	3860033	3860034	+	1	3860034	8.4585628685967	8.4585628685967
1291	chr2R	3860056	3860057	+	1	3860057	14.5797220151729	14.5797220151729
1292	chr2R	3918783	3918784	+	1	3918784	35.9408531159754	35.9408531159754
1293	chr2R	3957636	3957639	+	2	3957637	2.71025321151637	1.54798541945008
1294	chr2R	3965253	3965254	+	1	3965254	8.07552011196818	8.07552011196818
1295	chr2R	3965844	3965848	+	2	3965845	4.63444409634231	3.47217630427602
1296	chr2R	3966128	3966131	+	2	3966131	2.71025321151637	1.54798541945008
1297	chr2R	3972592	3972593	+	1	3972593	5.00831368017223	5.00831368017223
1298	chr2R	3986197	3986198	+	1	3986198	11.5207230274671	11.5207230274671
1299	chr2R	4052795	4052815	+	3	4052805	5.79902454340848	2.3183783756711
1300	chr2R	4057812	4057813	+	1	4057813	9.99009540998002	9.99009540998002
1301	chr2R	4061663	4061666	+	2	4061666	6.17384396023426	4.24051366787441
1302	chr2R	4308650	4308657	+	2	4308657	2.71025321151637	1.54798541945008
1303	chr2R	4333220	4333221	+	1	4333221	5.00831368017223	5.00831368017223
1304	chr2R	4352524	4352528	+	2	4352528	3.48131571180993	1.93333029235985
1305	chr2R	4459468	4459473	+	2	4459469	3.09559808442614	1.93333029235985
1306	chr2R	4479367	4479387	+	3	4479387	6.95076687939078	4.24051366787441
1307	chr2R	4506809	4506813	+	2	4506810	2.71025321151637	1.54798541945008
1308	chr2R	4509340	4509344	+	2	4509341	9.63038407050522	6.54261381066948
1309	chr2R	4509376	4509391	+	2	4509377	10.0065482880468	8.4585628685967
1310	chr2R	4542772	4542773	+	1	4542773	36.3217318443877	36.3217318443877
1311	chr2R	4549899	4549903	+	2	4549900	3.86544761584577	2.70317982377949
1312	chr2R	4550893	4550910	+	2	4550894	3.09559808442614	1.93333029235985
1313	chr2R	4566089	4566124	+	3	4566109	6.95282247201341	3.47217630427602
1314	chr2R	4774669	4774690	+	2	4774670	3.09559808442614	1.93333029235985
1315	chr2R	4779358	4779359	+	1	4779359	5.39203933188174	5.39203933188174
1316	chr2R	4786209	4786213	+	2	4786213	3.48131571180993	1.93333029235985
1317	chr2R	4790266	4790267	+	1	4790267	6.54261381066948	6.54261381066948
1318	chr2R	4816905	4816916	+	2	4816906	3.09597083890017	1.54798541945008
1319	chr2R	4820387	4820404	+	2	4820404	9.62573781961674	7.69240752725689
1320	chr2R	4839641	4839654	+	2	4839642	6.94285332840455	4.62447495273345
1321	chr2R	4998310	4998314	+	2	4998311	18.0345836023031	16.8723158102368
1322	chr2R	5019989	5019990	+	1	5019990	7.30922160650763	7.30922160650763
1323	chr2R	5021117	5021118	+	1	5021118	5.77566002886195	5.77566002886195
1324	chr2R	5031479	5031480	+	1	5031480	8.07552011196818	8.07552011196818
1325	chr2R	5033257	5033258	+	1	5033258	73.9704343084683	73.9704343084683
1326	chr2R	5095464	5095475	+	2	5095475	8.47883985264144	5.77566002886195
1327	chr2R	5095623	5095645	+	3	5095642	10.796935324917	4.62447495273345
1328	chr2R	5095940	5095945	+	2	5095945	4.63444409634231	3.47217630427602
1329	chr2R	5096038	5096049	+	2	5096049	14.2161598075367	12.6681743880866
1330	chr2R	5096261	5096280	+	3	5096277	18.460747778799	11.5207230274671
1331	chr2R	5366198	5366199	+	1	5366199	6.15918280477931	6.15918280477931
1332	chr2R	5472139	5472140	+	1	5472140	7.30922160650763	7.30922160650763
1333	chr2R	5474659	5474660	+	1	5474660	8.07552011196818	8.07552011196818
1334	chr2R	5475344	5475345	+	1	5475345	6.92595847127459	6.92595847127459
1335	chr2R	5475419	5475420	+	1	5475420	5.00831368017223	5.00831368017223
1336	chr2R	5481537	5481538	+	1	5481538	7.30922160650763	7.30922160650763
1337	chr2R	5755502	5755503	+	1	5755503	5.77566002886195	5.77566002886195
1338	chr2R	5779474	5779475	+	1	5779475	8.4585628685967	8.4585628685967
1339	chr2R	5817613	5817614	+	1	5817614	5.77566002886195	5.77566002886195
1340	chr2R	5866816	5866820	+	2	5866817	12.6829908195334	11.5207230274671
1341	chr2R	5878799	5878800	+	1	5878800	7.69240752725689	7.69240752725689
1342	chr2R	5879166	5879167	+	1	5879167	6.15918280477931	6.15918280477931
1343	chr2R	5879199	5879203	+	2	5879203	8.47980959171748	5.39203933188174
1344	chr2R	5879468	5879469	+	1	5879469	9.99009540998002	9.99009540998002
1345	chr2R	5937489	5937490	+	1	5937490	6.15918280477931	6.15918280477931
1346	chr2R	5948223	5948224	+	1	5948224	8.84153898526358	8.84153898526358
1347	chr2R	5954281	5954282	+	1	5954282	18.781887601298	18.781887601298
1348	chr2R	5987189	5987190	+	1	5987190	19.5455030213381	19.5455030213381
1349	chr2R	5995815	5995816	+	1	5995816	5.39203933188174	5.39203933188174
1350	chr2R	5996947	5996951	+	2	5996948	3.09559808442614	1.93333029235985
1351	chr2R	5997084	5997085	+	1	5997085	5.00831368017223	5.00831368017223
1352	chr2R	6029919	6029928	+	2	6029920	2.32453558413257	1.16226779206629
1353	chr2R	6183492	6183496	+	2	6183496	6.93792782092824	5.77566002886195
1354	chr2R	6194370	6194374	+	2	6194371	10.7748692776234	8.84153898526358
1355	chr2R	6208103	6208113	+	2	6208113	2.71025321151637	1.54798541945008
1356	chr2R	6208141	6208146	+	2	6208142	3.09559808442614	1.93333029235985
1357	chr2R	6312797	6312798	+	1	6312798	8.07552011196818	8.07552011196818
1358	chr2R	6323701	6323702	+	1	6323702	5.00831368017223	5.00831368017223
1359	chr2R	6325488	6325489	+	1	6325489	22.5988605119568	22.5988605119568
1360	chr2R	6325510	6325540	+	3	6325521	7.33611175230055	4.24051366787441
1361	chr2R	6331819	6331820	+	1	6331820	5.77566002886195	5.77566002886195
1362	chr2R	6369220	6369221	+	1	6369221	24.5063889788869	24.5063889788869
1363	chr2R	6487168	6487169	+	1	6487169	10.7555138954498	10.7555138954498
1364	chr2R	6502721	6502733	+	2	6502733	2.71025321151637	1.54798541945008
1365	chr2R	6703225	6703249	+	3	6703226	5.02892837678598	1.93333029235985
1366	chr2R	6708455	6708471	+	2	6708456	4.63575567928582	3.08777025983574
1367	chr2R	6763238	6763239	+	1	6763239	5.77566002886195	5.77566002886195
1368	chr2R	6763283	6763284	+	1	6763284	5.00831368017223	5.00831368017223
1369	chr2R	6774310	6774311	+	1	6774311	8.4585628685967	8.4585628685967
1370	chr2R	6779044	6779048	+	2	6779045	3.48131571180993	1.93333029235985
1371	chr2R	6779306	6779307	+	1	6779307	6.15918280477931	6.15918280477931
1372	chr2R	6780620	6780641	+	2	6780621	16.1336044881084	13.8152261124373
1373	chr2R	6903336	6903337	+	1	6903337	21.8356786947518	21.8356786947518
1374	chr2R	7167202	7167219	+	2	7167219	8.47594410302933	6.54261381066948
1375	chr2R	7171916	7171917	+	1	7171917	8.84153898526358	8.84153898526358
1376	chr2R	7171937	7171938	+	1	7171938	12.2857368361036	12.2857368361036
1377	chr2R	7248235	7248245	+	2	7248245	8.85928876363444	6.92595847127459
1378	chr2R	7304851	7304852	+	1	7304852	124.433281728349	124.433281728349
1379	chr2R	7697726	7697751	+	3	7697751	3.87252100358266	1.54798541945008
1380	chr2R	7700584	7700585	+	1	7700585	9.99009540998002	9.99009540998002
1381	chr2R	7745910	7745930	+	4	7745930	8.49933256955322	3.85641860974955
1382	chr2R	7746419	7746420	+	1	7746420	24.124930389434	24.124930389434
1383	chr2R	7781056	7781076	+	2	7781057	8.09608394000797	5.00831368017223
1384	chr2R	7781217	7781218	+	1	7781218	8.07552011196818	8.07552011196818
1385	chr2R	7782521	7782526	+	2	7782522	2.32453558413257	1.16226779206629
1386	chr2R	7782657	7782688	+	4	7782664	8.88654816804136	3.08777025983574
1387	chr2R	7782895	7782899	+	2	7782896	62.3195508235857	48.1220569917027
1388	chr2R	7782984	7783007	+	5	7782999	18.8912067094544	6.54261381066948
1389	chr2R	7787018	7787023	+	2	7787019	14.2306090778544	9.99009540998002
1390	chr2R	7787058	7787068	+	2	7787059	16.892049317441	15.3440638979909
